hɪ bɪ ˈkɹækɪn	hiːz ˈjuːʒəli ˈkɹækɪŋ
she be rocking	she's usually rocking
they be rocking	they're usually rocking
he be summing	he's usually summing
she be summing	she's usually summing
they be summing	they're usually summing
he be selling	he's usually selling
she be selling	she's usually selling
they be selling	they're usually selling
he be effing	he's usually effing
she be effing	she's usually effing
they be effing	they're usually effing
he be ghosting	he's usually ghosting
she be ghosting	she's usually ghosting
they be ghosting	they're usually ghosting
he be leaving	he's usually leaving
she be leaving	she's usually leaving
they be leaving	they're usually leaving
he be smoking	he's usually smoking
she be smoking	she's usually smoking
they be smoking	they're usually smoking
he be waiting	he's usually waiting
she be waiting	she's usually waiting
they be waiting	they're usually waiting
he be slipping	he's usually slipping
she be slipping	she's usually slipping
they be slipping	they're usually slipping
he be flaming	he's usually flaming
she be flaming	she's usually flaming
they be flaming	they're usually flaming
he be blazing	he's usually blazing
she be blazing	she's usually blazing
they be blazing	they're usually blazing
he be bringing	he's usually bringing
she be bringing	she's usually bringing
they be bringing	they're usually bringing
he be checking	he's usually checking
she be checking	she's usually checking
they be checking	they're usually checking
he be bigging	he's usually bigging
she be bigging	she's usually bigging
they be bigging	they're usually bigging
he be sitting	he's usually sitting
she be sitting	she's usually sitting
they be sitting	they're usually sitting
he be burning	he's usually burning
she be burning	she's usually burning
they be burning	they're usually burning
he be greeting	he's usually greeting
she be greeting	she's usually greeting
they be greeting	they're usually greeting
he be falling	he's usually falling
she be falling	she's usually falling
they be falling	they're usually falling
he be nothing	he's usually nothing
she be nothing	she's usually nothing
they be nothing	they're usually nothing
he be praying	he's usually praying
she be praying	she's usually praying
they be praying	they're usually praying
he be messing	he's usually messing
she be messing	she's usually messing
they be messing	they're usually messing
he be moving	he's usually moving
she be moving	she's usually moving
they be moving	they're usually moving
he be looking	he's usually looking
she be looking	she's usually looking
they be looking	they're usually looking
he be telling	he's usually telling
she be telling	she's usually telling
they be telling	they're usually telling
he be tweaking	he's usually tweaking
she be tweaking	she's usually tweaking
they be tweaking	they're usually tweaking
he be giving	he's usually giving
she be giving	she's usually giving
they be giving	they're usually giving
he be keeping	he's usually keeping
she be keeping	she's usually keeping
they be keeping	they're usually keeping
he be cruising	he's usually cruising
she be cruising	she's usually cruising
they be cruising	they're usually cruising
he be sending	he's usually sending
she be sending	she's usually sending
they be sending	they're usually sending
he be swinging	he's usually swinging
she be swinging	she's usually swinging
they be swinging	they're usually swinging
he be listening	he's usually listening
she be listening	she's usually listening
they be listening	they're usually listening
he be living	he's usually living
she be living	she's usually living
they be living	they're usually living
he be lying	he's usually lying
she be lying	she's usually lying
they be lying	they're usually lying
he be working	he's usually working
she be working	she's usually working
they be working	they're usually working
he be woofing	he's usually woofing
she be woofing	she's usually woofing
they be woofing	they're usually woofing
he be having	he's usually having
she be having	she's usually having
they be having	they're usually having
he be popping	he's usually popping
she be popping	she's usually popping
they be popping	they're usually popping
he be chasing	he's usually chasing
she be chasing	she's usually chasing
they be chasing	they're usually chasing
he be fcuking	he's usually fcuking
she be fcuking	she's usually fcuking
they be fcuking	they're usually fcuking
he be flying	he's usually flying
she be flying	she's usually flying
they be flying	they're usually flying
he be blooming	he's usually blooming
she be blooming	she's usually blooming
they be blooming	they're usually blooming
he be bopping	he's usually bopping
she be bopping	she's usually bopping
they be bopping	they're usually bopping
he be rolling	he's usually rolling
she be rolling	she's usually rolling
they be rolling	they're usually rolling
he be turning	he's usually turning
she be turning	she's usually turning
they be turning	they're usually turning
he be howling	he's usually howling
she be howling	she's usually howling
they be howling	they're usually howling
he be doing	he's usually doing
she be doing	she's usually doing
they be doing	they're usually doing
he be ranking	he's usually ranking
she be ranking	she's usually ranking
they be ranking	they're usually ranking
he be happening	he's usually happening
she be happening	she's usually happening
they be happening	they're usually happening
he be grating	he's usually grating
she be grating	she's usually grating
they be grating	they're usually grating
he be stressing	he's usually stressing
she be stressing	she's usually stressing
they be stressing	they're usually stressing
he be lurking	he's usually lurking
she be lurking	she's usually lurking
they be lurking	they're usually lurking
he be seeing	he's usually seeing
she be seeing	she's usually seeing
they be seeing	they're usually seeing
he be hitting	he's usually hitting
she be hitting	she's usually hitting
they be hitting	they're usually hitting
he be evening	he's usually evening
she be evening	she's usually evening
they be evening	they're usually evening
he be driving	he's usually driving
she be driving	she's usually driving
they be driving	they're usually driving
he be surfing	he's usually surfing
she be surfing	she's usually surfing
they be surfing	they're usually surfing
he be freaking	he's usually freaking
she be freaking	she's usually freaking
they be freaking	they're usually freaking
he be showing	he's usually showing
she be showing	she's usually showing
they be showing	they're usually showing
he be hitching	he's usually hitching
she be hitching	she's usually hitching
they be hitching	they're usually hitching
he be wearing	he's usually wearing
she be wearing	she's usually wearing
they be wearing	they're usually wearing
he be tripping	he's usually tripping
she be tripping	she's usually tripping
they be tripping	they're usually tripping
he be styling	he's usually styling
she be styling	she's usually styling
they be styling	they're usually styling
he be being	he's usually being
she be being	she's usually being
they be being	they're usually being
he be blinking	he's usually blinking
she be blinking	she's usually blinking
they be blinking	they're usually blinking
he be running	he's usually running
she be running	she's usually running
they be running	they're usually running
he be chilling	he's usually chilling
she be chilling	she's usually chilling
they be chilling	they're usually chilling
he be grooving	he's usually grooving
she be grooving	she's usually grooving
they be grooving	they're usually grooving
he be sleeping	he's usually sleeping
she be sleeping	she's usually sleeping
they be sleeping	they're usually sleeping
he be annoying	he's usually annoying
she be annoying	she's usually annoying
they be annoying	they're usually annoying
he be stinking	he's usually stinking
she be stinking	she's usually stinking
they be stinking	they're usually stinking
he be dunking	he's usually dunking
she be dunking	she's usually dunking
they be dunking	they're usually dunking
he be raging	he's usually raging
she be raging	she's usually raging
they be raging	they're usually raging
he be heading	he's usually heading
she be heading	she's usually heading
they be heading	they're usually heading
he be booming	he's usually booming
she be booming	she's usually booming
they be booming	they're usually booming
he be putting	he's usually putting
she be putting	she's usually putting
they be putting	they're usually putting
he be tweeting	he's usually tweeting
she be tweeting	she's usually tweeting
they be tweeting	they're usually tweeting
